title,year,mpaa,runtime,genres,star_rating,director,stars,gross,release_date
Alpha and Omega: Journey to Bear Kingdom,2017,,,Adventure,,,,$0,"May 9, 2017"
Alpha and Omega: The Big Fureeze,2016,,,,,,,$0,"Nov 8, 2016"
Alpha & Omega: The Legend of the Saw Tooth Cave,2015,,,Adventure,,,,$0,"Sep 1, 2015"
Alpha Dog,2007,,,Drama,,,,"$15,309,602","Jan 12, 2007"
Alpha Male,2008,,,Drama,,,,$0,"Mar 18, 2008"
Alpha Squad Seven,2017,,,Comedy,,,,$0,"Dec 31, 2017"
Alphabet City,1984,,,Action,,,,"$7,000,000","May 4, 1984"
The Alphabet Killer,2008,,,Thriller/Suspense,,,,"$29,784","Nov 7, 2008"
AlphaGo,2017,,,Documentary,,,,$0,"Sep 29, 2017"
"Alphaville, une Ã©trange aventure de Lemmy Caution",2014,,,Drama,,,,"$43,729","Feb 7, 2014"
Als der Weihnachtsmann vom Himmel fiel,2011,,,Adventure,,,,$0,"Dec 31, 2011"
Als wir trÃ¤umten,2015,,,Drama,,,,$0,"Dec 31, 2015"
Alsino y el cÃ³ndor,1983,,,Drama,,,,$0,"May 6, 1983"
Altamira,2016,,,Drama,,,,$0,"Sep 16, 2016"
Alter Ego,2007,,,Drama,,,,$0,"Dec 31, 2007"
Alter Ego,2017,,,Drama,,,,$0,"Dec 31, 2017"
Alter Egos,2012,,,Comedy,,,,$0,"Oct 19, 2012"
Altered Minds,2016,,,Thriller/Suspense,,,,$0,"Jun 7, 2016"
Altered States,1980,,,Horror,,,,"$19,853,892","Dec 25, 1980"
Altergeist,2014,,,Horror,,,,$0,"Dec 31, 2014"
Altiplano,2010,,,Drama,,,,"$3,063","Aug 20, 2010"
Altitude,2010,,,,,,,$0,"Dec 31, 2010"
Altitude,2017,,,Action,,,,$0,"Apr 14, 2017"
Un altro mondo,2010,,,,,,,$0,"Dec 31, 2010"
Alvin and the Chipmunks,2007,,,Adventure,,,,"$217,326,974","Dec 14, 2007"
Alvin and the Chipmunks: Alvin and the Chipettes in Cinderella Cinderella,2010,,,Multiple Genres,,,,$0,"Mar 30, 2010"
Alvin and the Chipmunks: Chipwrecked,2011,,,Adventure,,,,"$133,107,389","Dec 16, 2011"
Alvin and the Chipmunks: The Road Chip,2015,,,Adventure,,,,"$85,886,987","Dec 18, 2015"
Alvin and the Chipmunks: The Squeakquel,2009,,,Adventure,,,,"$219,614,612","Dec 23, 2009"
Always,1989,,,Drama,,,,"$41,843,630","Dec 22, 1989"
Always,1985,,,Drama,,,,"$146,499","Oct 2, 1985"
Always 3 Chome no yuhi '64 3,2012,,,Drama,,,,$0,"Dec 31, 2012"
Always a Bridesmaid,2001,,,Documentary,,,,$0,"Sep 7, 2001"
Always at the Carlyle,2018,,,Documentary,,,,$0,"Dec 31, 2018"
Always be my Maybe,2015,,,Drama,,,,$0,"Dec 31, 2015"
Always Shine,2016,,,Thriller/Suspense,,,,"$16,140","Nov 25, 2016"
Always Watching: A Marble Hornets Story,2015,,,Horror,,,,$0,"Dec 31, 2015"
Always Woodstock,2014,,,Musical,,,,$0,"Nov 14, 2014"
Always zoku san-chÃ´me no yÃ»hi,2007,,,Drama,,,,$0,"Dec 31, 2007"
Am Limit,2008,,,Documentary,,,,"$18,254","Jun 13, 2008"
Ama-San,2016,,,Documentary,,,,$0,"Dec 31, 2016"
Amadeus,1984,,,Drama,,,,"$51,973,029","Sep 19, 1984"
Amalfi: Rewards of the Goddess,2009,,,,,,,$0,"Dec 31, 2009"
Amanda,2010,,,,,,,$0,"Jun 22, 2010"
Amanda & Jack Go Glamping,2017,,,Romantic Comedy,,,,$0,"Nov 10, 2017"
Amanda Knox,2016,,,Drama,,,,$0,"Dec 31, 2016"
Amandla! A Revolution in Four Part Harmony,2003,,,Documentary,,,,"$405,331","Feb 21, 2003"
Lâ€™ Amant dâ€™ un jour,2018,,,Drama,,,,$0,"Jan 12, 2018"
L'Amant Double,2018,,,Drama,,,,"$160,307","Feb 14, 2018"
Los amantes pasajeros,2013,,,Comedy,,,,"$1,359,796","Jun 28, 2013"
Amapola,2014,,,Comedy,,,,$0,"Dec 31, 2014"
Amar,2009,,,,,,,$0,"Jul 14, 2009"
Amar,2017,,,Drama,,,,$0,"Dec 31, 2017"
Amar a morir,2009,,,Drama,,,,$0,"Dec 31, 2009"
Amar Akbar Anthony,2015,,,Comedy,,,,$0,"Dec 31, 2015"
Amarcord,1974,,,,,,,"$131,377","Sep 19, 1974"
Amateur,1995,,,Drama,,,,"$757,088","Apr 7, 1995"
Amateur Night,2016,,,Comedy,,,,$0,"Aug 5, 2016"
The Amateur,1982,,,Thriller/Suspense,,,,"$2,358,271","Feb 12, 1982"
The Amateurs,2007,,,Comedy,,,,"$16,334","Dec 7, 2007"
The Amati Girls,2001,,,Drama,,,,"$47,767","Jan 19, 2001"
The Amazing Adventures of Kavalier and Clay,2012,,,Drama,,,,$0,"Dec 31, 2012"
The Amazing Adventures of the Living Corpse,2012,,,Horror,,,,$0,"Dec 31, 2012"
Amazing Grace,2007,,,Drama,,,,"$21,214,987","Feb 23, 2007"
Amazing Grace,2015,,,Documentary,,,,$0,"Dec 31, 2015"
Amazing Grace and Chuck,1987,,,Drama,,,,"$4,000,000","Jan 1, 1987"
Amazing Ocean,2013,,,Documentary,,,,$0,"Jan 29, 2013"
The Amazing Panda Adventure,1995,,,Adventure,,,,"$7,590,169","Aug 25, 1995"
Amazing Racer,2013,,,,,,,$0,"Mar 12, 2013"
The Amazing Spider-Man 2,2014,,,Action,,,,"$202,853,933","May 2, 2014"
The Amazing Spider-Man,2012,,,Adventure,,,,"$262,030,663","Jul 3, 2012"
The Amazing Truth About Queen Raquela,2008,,,Drama,,,,"$5,597","Sep 26, 2008"
The Amazing Wizard of Paws,2015,,,,,,,$0,"Jun 9, 2015"
Amazon,2011,,,Action,,,,$0,"Dec 31, 2011"
Amazon Adventure,2017,,,Drama,,,,$0,"Dec 31, 2017"
Amazon Obhijaan,2017,,,Adventure,,,,$0,"Dec 31, 2017"
Amazon Women on the Moon,1987,,,Comedy,,,,"$548,696","Sep 18, 1987"
Amazonia,2016,,,,,,,$0,"Oct 4, 2016"
Ambarsariya,2015,,,Comedy,,,,$0,"Dec 31, 2015"
The Ambassador,2012,,,Documentary,,,,$0,"Aug 29, 2012"
Amber Alert,2012,,,Thriller/Suspense,,,,$0,"Nov 2, 2012"
Ambition,1991,,,Thriller/Suspense,,,,"$436,132","May 31, 1991"
Ambrose Bierce: Civil War Stories,2006,,,Drama,,,,"$22,918","Sep 20, 2006"
Ambulance,2017,,,Thriller/Suspense,,,,$0,"Dec 31, 2017"
The Ambulance,1990,,,,,,,$0,"Mar 21, 1990"
Ambush At Dark Canyon,2014,,,Western,,,,$0,"Jan 14, 2014"
Ambushed,1998,,,Action,,,,"$5,000","Jun 20, 1998"
The Ambushers,1968,,,Comedy,,,,"$10,000,000","Jan 1, 1968"
Amelia,2009,,,Drama,,,,"$14,279,575","Oct 23, 2009"
Amelia 2.0,2017,,,Drama,,,,$0,"Aug 8, 2017"
Amen,2003,,,Drama,,,,"$274,299","Jan 24, 2003"
AMER,2010,,,Horror,,,,$0,"Oct 29, 2010"
America Betrayed,2009,,,Documentary,,,,"$2,450","Mar 27, 2009"
America: Freedom to Fascism,2006,,,Documentary,,,,"$87,400","Jul 28, 2006"
America: Imagine a World Without Her,2014,,,Documentary,,,,"$14,444,502","Jun 27, 2014"
America Is Still The Place,2014,,,,,,,$0,"Dec 31, 2014"
America the Beautiful,2008,,,Documentary,,,,"$76,173","May 9, 2008"
America the Beautiful 3: The Sexualization of Our Youth,2015,,,Documentary,,,,$0,"Apr 21, 2015"
America the Beautiful II: The Thin Commandments,2011,,,Documentary,,,,"$12,366","Oct 12, 2011"
America Wild: National Parks Adventure,2015,,,Documentary,,,,$0,"Dec 31, 2015"
American Adobo,2002,,,Drama,,,,"$3,094,699","Jan 25, 2002"
An American Affair,2009,,,Drama,,,,"$28,044","Feb 27, 2009"
American Anarchist,2017,,,Documentary,,,,$0,"Mar 17, 2017"
American Animal,2012,,,Black Comedy,,,,$0,"May 18, 2012"
American Animals,2018,,,Drama,,,,$0,"Jun 1, 2018"
American Anthem,1986,,,Drama,,,,"$3,571,624","Jun 27, 1986"
American Ascent,2016,,,Documentary,,,,$0,"Mar 29, 2016"
American Assassin,2017,,,Thriller/Suspense,,,,"$36,249,674","Sep 15, 2017"
The American Astronaut,2001,,,Musical,,,,"$33,884","Oct 12, 2001"
American Bandits,2010,,,Western,,,,$0,"May 18, 2010"
American Beast,2017,,,,,,,$0,"Jan 3, 2017"
American Beauty,1999,,,Drama,,,,"$130,058,047","Sep 15, 1999"
American Breakdown,2011,,,,,,,$0,"Dec 31, 2011"
American Buffalo,1996,,,Drama,,,,"$540,364","Sep 13, 1996"
American Cannibal,2007,,,Documentary,,,,"$16,567","Mar 16, 2007"
An American Carol,2008,,,Comedy,,,,"$7,013,191","Oct 3, 2008"
American Casino,2009,,,Documentary,,,,"$46,710","Aug 14, 2009"
American Chai,2002,,,Comedy,,,,"$125,996","Apr 5, 2002"
American Cowboys vs. Aliens,2017,,,Action,,,,$0,"Jul 4, 2017"
American Cowslip,2009,,,,,,,$0,"Dec 31, 2009"
An American Crime,2008,,,,,,,$0,"Aug 19, 2008"
American Cyborg: Steel Warrior,1994,,,Action,,,,"$447,784","Jan 7, 1994"
American Desi,2001,,,Romantic Comedy,,,,"$902,835","Mar 16, 2001"
The American Dream,2012,,,Drama,,,,$0,"Jul 3, 2012"
American Dreamer,1984,,,Romantic Comedy,,,,"$5,021,751","Oct 26, 1984"
The American Dreamer,1971,,,Documentary,,,,$0,"Dec 31, 1971"
American Dreamz,2006,,,Black Comedy,,,,"$7,314,027","Apr 21, 2006"
American Fable,2017,,,Thriller/Suspense,,,,$0,"Feb 17, 2017"
American Faust,2015,,,Documentary,,,,$0,"Nov 3, 2015"
American Flyers,1985,,,Drama,,,,"$1,420,355","Aug 16, 1985"
American Folk,2018,,,Drama,,,,$0,"Jan 26, 2018"
American Fusion,2007,,,Romantic Comedy,,,,"$16,000","Aug 17, 2007"
American Gangster,2007,,,Drama,,,,"$130,164,645","Nov 2, 2007"
American Gigolo,1980,,,Drama,,,,"$22,743,674","Feb 1, 1980"
An American Girl: Chrissa Stands Strong,2009,,,Adventure,,,,$0,"Jan 6, 2009"
An American Girl: Grace Stirs Up Success,2015,,,Adventure,,,,$0,"Jun 23, 2015"
An American Girl: Isabelle Dances into the Spotlight,2014,,,Adventure,,,,$0,"Jul 22, 2014"
American Girl: Lea to the Rescue,2016,,,Adventure,,,,$0,"Jun 14, 2016"
An American Girl: Saige Paints the Sky,2013,,,Drama,,,,$0,"Jul 2, 2013"
American Gothic,1988,,,Horror,,,,$0,"May 31, 1988"
American Graffiti,1973,,,Drama,,,,"$115,000,000","Aug 11, 1973"
American Grindhouse,2010,,,Documentary,,,,"$5,529","Jun 18, 2010"
American Gun,2006,,,Drama,,,,"$24,098","Mar 22, 2006"
American Gunslingers,2017,,,Western,,,,$0,"Dec 5, 2017"
American Hardcore,2006,,,Documentary,,,,"$279,665","Sep 22, 2006"
An American Haunting,2006,,,Horror,,,,"$16,298,046","May 5, 2006"
American Heist,2015,,,Action,,,,$0,"Jul 21, 2015"
American Hero,2015,,,Action,,,,$0,"Dec 11, 2015"
American High School,2009,,,Comedy,,,,$0,"Apr 7, 2009"
American History X,1998,,,Drama,,,,"$6,719,864","Oct 30, 1998"
American Honey,2016,,,Drama,,,,"$663,247","Sep 30, 2016"
American Hot Wax,1978,,,Drama,,,,"$11,000,000","Mar 17, 1978"
American Hustle,2013,,,Black Comedy,,,,"$150,117,807","Dec 13, 2013"
American Idiots,2012,,,Comedy,,,,$0,"Dec 31, 2012"
American Illuminati,2017,,,Documentary,,,,$0,"Aug 1, 2017"
"American in China, An",2009,,,,,,,$0,"Nov 24, 2009"
An American in Hollywood,2014,,,Drama,,,,$0,"Jul 18, 2014"
An American in Paris,1951,,,Musical,,,,"$4,500,000","Nov 9, 1951"
American Jesus,2011,,,Action,,,,$0,"Dec 31, 2011"
An American Journey,2009,,,Documentary,,,,"$8,868","Oct 2, 2009"
American Made,2017,,,Thriller/Suspense,,,,"$51,342,000","Sep 29, 2017"
American Made Movie,2013,,,Documentary,,,,"$45,175","Aug 30, 2013"
American Mary,2013,,,Horror,,,,$0,"May 31, 2013"
American Me,1992,,,Drama,,,,"$11,318,100","Mar 13, 1992"
American Milkshake,2013,,,Comedy,,,,$0,"Dec 31, 2013"
American Movie: The Making of Northwestern,1999,,,Documentary,,,,"$1,160,426","Nov 5, 1999"
American Mustang,2014,,,Documentary,,,,"$48,218","Jan 17, 2014"
American Ninja,1985,,,Action,,,,"$10,499,000","Aug 30, 1985"
American Ninja 2: The Confrontation,1987,,,Action,,,,"$4,000,000","Jan 1, 1987"
American Ninja 3: Blood Hunt,1989,,,Action,,,,"$902,000","Jan 1, 1989"
American Ninja 4: The Annihilation,1991,,,Action,,,,"$358,000","Jan 1, 1991"
American Outlaws,2001,,,Western,,,,"$13,264,986","Aug 17, 2001"
American Pastoral,2016,,,Drama,,,,"$544,098","Oct 21, 2016"
American Pie,1999,,,Comedy,,,,"$101,800,948","Jul 9, 1999"
American Pie 2,2001,,,Comedy,,,,"$145,096,820","Aug 10, 2001"
American Pie Presents: The Book of Love,2009,,,Comedy,,,,$0,"Dec 22, 2009"
American Pie Presents: Band Camp,2005,,,Comedy,,,,$0,"Dec 26, 2005"
American Pie Presents: Beta House,2007,,,Comedy,,,,$0,"Dec 23, 2007"
American Pie Presents: The Naked Mile,2006,,,Comedy,,,,$0,"Dec 19, 2006"
American Pimp,2000,,,Documentary,,,,"$287,724","Jun 9, 2000"
American Pop,1981,,,Drama,,,,"$6,000,000","Feb 13, 1981"
The American President,1995,,,Romantic Comedy,,,,"$60,022,813","Nov 17, 1995"
American Promise,2013,,,Documentary,,,,"$146,702","Oct 18, 2013"
American Psycho,2000,,,Black Comedy,,,,"$15,070,285","Apr 14, 2000"
American Psycho II: All American Girl,2004,,,Thriller/Suspense,,,,$0,"Feb 19, 2004"
American Radical: The Trials of Norman Finkelstein,2010,,,,,,,"$15,451","Feb 12, 2010"
American Reunion,2012,,,Comedy,,,,"$56,758,835","Apr 6, 2012"
An American Reunion,2003,,,,,,,$0,"Dec 31, 2003"
American Revolutionary: The Evolution of Grace Lee Boggs,2014,,,Documentary,,,,$0,"Mar 21, 2014"
An American Rhapsody,2001,,,Drama,,,,"$850,023","Aug 10, 2001"
American Romance,2016,,,,,,,$0,"Oct 21, 2016"
American Rust,2011,,,Drama,,,,$0,"Dec 31, 2011"
American Satan,2017,,,Thriller/Suspense,,,,"$226,232","Oct 13, 2017"
The American Scream,2012,,,Documentary,,,,$0,"Nov 30, 2012"
The American Side,2016,,,,,,,$0,"May 3, 2016"
American Sniper,2014,,,Drama,,,,"$350,126,372","Dec 25, 2014"
American Socialist: The Life & Times of Eugene Victor Debs,2018,,,Documentary,,,,"$2,823","Mar 2, 2018"
American Son,2009,,,,,,,$0,"Aug 25, 2009"
American Splendor,2003,,,Drama,,,,"$6,003,587","Aug 15, 2003"
American Storytellers,2003,,,Documentary,,,,"$24,082","Nov 7, 2003"
American Strays,1996,,,Action,,,,"$5,000","Sep 13, 1996"
American Streetballers,2009,,,Drama,,,,"$11,581","Aug 21, 2009"
American Swing,2009,,,Documentary,,,,"$30,156","Mar 27, 2009"
An American Tail,1986,,,Adventure,,,,"$47,483,002","Nov 21, 1986"
An American Tail: Fievel Goes West,1991,,,Adventure,,,,"$20,218,664","Nov 22, 1991"
American Tail: The Treasure of Manhattan Island,2000,,,Adventure,,,,$0,"Feb 15, 2000"
American Teacher,2011,,,Documentary,,,,"$35,148","Sep 30, 2011"
American Teen,2008,,,Documentary,,,,"$942,441","Jul 25, 2008"
The American,2010,,,Thriller/Suspense,,,,"$35,606,376","Sep 1, 2010"
American Ultra,2015,,,Black Comedy,,,,"$14,439,985","Aug 21, 2015"
American Violence,2017,,,Thriller/Suspense,,,,$0,"Feb 3, 2017"
American Violet,2009,,,Drama,,,,"$554,434","Apr 17, 2009"
American Virgin,2009,,,,,,,$0,"Nov 10, 2009"
American Wedding,2003,,,Comedy,,,,"$104,354,205","Aug 1, 2003"
An American Werewolf in London,1981,,,Horror,,,,"$31,973,249","Aug 21, 1981"
An American Werewolf in Paris,1997,,,Horror,,,,"$26,570,463","Dec 25, 1997"
The American West of John Ford,2010,,,Documentary,,,,$0,"Sep 10, 2010"
American Wrestler: The Wizard,2017,,,Drama,,,,$0,"May 16, 2017"
American Yogi,2018,,,Documentary,,,,$0,"Mar 6, 2018"
American Zombie,2008,,,Horror,,,,"$3,126","Mar 28, 2008"
Americanese,2006,,,Drama,,,,$0,"Dec 31, 2006"
Americanizing Shelley,2007,,,Romantic Comedy,,,,"$128,024","Apr 26, 2007"
Americano,2006,,,Drama,,,,$0,"Mar 24, 2006"
Americano,2012,,,,,,,$0,"Jun 15, 2012"
El Americano: The Movie,2017,,,Adventure,,,,$0,"Jun 13, 2017"
America's Heart and Soul,2004,,,Documentary,,,,"$314,000","Jul 2, 2004"
America's Sweethearts,2001,,,Romantic Comedy,,,,"$93,607,673","Jul 20, 2001"
Americathon,1979,,,Comedy,,,,$0,"Aug 10, 1979"
Americons,2015,,,Action,,,,"$28,782","Jan 23, 2015"
AmeriGeddon,2016,,,Action,,,,"$316,554","May 13, 2016"
Les Ã¢mes Grises,2005,,,,,,,$0,"Sep 28, 2005"
Amexicano,2008,,,Drama,,,,"$8,387","Dec 5, 2008"
Amhurst,2008,,,Thriller/Suspense,,,,$0,"Mar 29, 2008"
L'Ami: FranÃ§ois d'Assise et ses frÃ¨res,2016,,,Drama,,,,$0,"Dec 31, 2016"
Ami Thumi,2017,,,Romantic Comedy,,,,$0,"Dec 31, 2017"
Le Amiche,2010,,,Drama,,,,"$67,050","Jun 18, 2010"
Amidst the Devil's Wings,2015,,,Action,,,,$0,"Dec 8, 2015"
Amigo,2011,,,Drama,,,,"$184,705","Aug 19, 2011"
Les Amigues de l'Ã€gata,2015,,,Drama,,,,$0,"Dec 31, 2015"
Amira & Sam,2015,,,Romantic Comedy,,,,"$31,848","Jan 27, 2015"
Amish Grace,2010,,,Drama,,,,$0,"Sep 14, 2010"
Amistad,1997,,,Drama,,,,"$44,212,592","Dec 12, 1997"
Les amitiÃ©s malÃ©fiques,2007,,,Drama,,,,"$13,665","Apr 27, 2007"
Amityville 3-D,1983,,,Horror,,,,"$6,333,135","Nov 18, 1983"
The Amityville Horror,1979,,,Horror,,,,"$86,432,520","Aug 3, 1979"
The Amityville Horror,2005,,,Horror,,,,"$65,233,369","Apr 15, 2005"
Amityville II: The Possession,1982,,,Horror,,,,"$11,328,000","Sep 24, 1982"
Amityville: The Awakening,2017,,,Horror,,,,$742,"Oct 28, 2017"
The Amityville Theater,2015,,,Horror,,,,$0,"Jun 23, 2015"
Ammar 2: Cin Ä°stilasÄ±,2016,,,Horror,,,,$0,"Dec 31, 2016"
Ammore e Malavita,2017,,,Romantic Comedy,,,,$0,"Dec 31, 2017"
Amnesia,2017,,,Drama,,,,"$8,700","Jul 21, 2017"
Amnesiac,2015,,,Thriller/Suspense,,,,$0,"Aug 14, 2015"
Among Dead Men,2010,,,,,,,$0,"Jan 19, 2010"
Among Friends,2012,,,Horror,,,,$0,"Dec 31, 2012"
Among Giants,1999,,,Romantic Comedy,,,,"$64,359","Mar 26, 1999"
Among Ravens,2014,,,Drama,,,,$0,"Jul 18, 2014"
Among the Believers,2016,,,Documentary,,,,"$4,189","Sep 30, 2016"
Amongst Friends,1993,,,Drama,,,,"$263,601","Jan 1, 1993"
Amor Amor,2017,,,Romantic Comedy,,,,$0,"Dec 31, 2017"
Amor de mis amores,2014,,,Comedy,,,,$0,"Dec 31, 2014"
Amor Dolor Y Viceversa,2010,,,Thriller/Suspense,,,,$0,"Nov 23, 2010"
"Amor, Letra por Letra",2010,,,Romantic Comedy,,,,$0,"Jul 13, 2010"
Amor Viajero,2017,,,Comedy,,,,$0,"Dec 31, 2017"
Amores Perros,2001,,,Drama,,,,"$5,383,834","Mar 30, 2001"
Amori Che Non Sanno Stare al Mondo,2017,,,Romantic Comedy,,,,$0,"Dec 31, 2017"
Amorous,2015,,,Drama,,,,$0,"Dec 1, 2015"
Amos & Andrew,1993,,,Comedy,,,,"$9,461,630","Mar 5, 1993"
Amour,2012,,,Drama,,,,"$6,738,954","Dec 19, 2012"
L'amour au temps de la guerre civile,2015,,,Drama,,,,$0,"Sep 1, 2015"
Un amour de jeunesse,2012,,,Drama,,,,"$64,925","Apr 20, 2012"
Un amour de Swann,1984,,,Drama,,,,"$223,327","Sep 14, 1984"
Lâ€™amour dâ€™une femme,2017,,,Drama,,,,$0,"Aug 22, 2017"
L'amour est un crime parfait,2014,,,Drama,,,,"$25,475","Oct 17, 2014"
Amour & turbulences,2014,,,Romantic Comedy,,,,"$8,425","Jan 31, 2014"
Amour fou,2015,,,Drama,,,,"$14,296","Mar 18, 2015"
L'Amour Fou,2011,,,Documentary,,,,"$312,494","May 13, 2011"
Les amours imaginaires,2010,,,Drama,,,,"$578,493","Jun 11, 2010"
Amphibious: Creature of the Deep,2010,,,Horror,,,,$0,"Dec 31, 2010"
Amreeka,2009,,,,,,,"$627,436","Sep 4, 2009"
AmStarDam,2015,,,Comedy,,,,$0,"Dec 31, 2015"
Amsterdam Heavy,2011,,,,,,,$0,"Dec 31, 2011"
Amu,2007,,,Drama,,,,"$22,121","May 25, 2007"
Amulet,2011,,,Adventure,,,,$0,"Dec 31, 2011"
Amusement,2009,,,Horror,,,,$0,"Jan 20, 2009"
Amusement Park,2019,,,Adventure,,,,$0,"Mar 15, 2019"
Amy,1981,,,Drama,,,,$0,"Mar 20, 1981"
Amy,2001,,,Comedy,,,,"$7,880","Feb 2, 2001"
Amy,2015,,,Documentary,,,,"$8,413,144","Jul 3, 2015"
Amy Makes Three,2016,,,Thriller/Suspense,,,,$0,"Dec 31, 2016"
Amy Schumer: Mostly Sex Stuff,2013,,,Concert/Performance,,,,$0,"Jan 29, 2013"
Amy Schumer Presents: Rachel Feinstein: Only Whores Wear Purple,2016,,,Concert/Performance,,,,$0,"Apr 26, 2016"
Amy Winehouse Biopic,2017,,,Drama,,,,$0,"Dec 31, 2017"
Amygdala Warrior,2017,,,Drama,,,,$0,"Oct 31, 2017"
Amy's Orgasm,2002,,,Romantic Comedy,,,,"$119,664","Aug 23, 2002"
AmÅ¾inai kartu,2016,,,Drama,,,,$0,"Dec 31, 2016"
An,2016,,,Drama,,,,"$124,800","Mar 18, 2016"
An American Girl: McKenna Shoots for the Stars,2012,,,Drama,,,,$0,"Dec 31, 2012"
Ana Maria in Novela Land,2015,,,Comedy,,,,$0,"Feb 27, 2015"
"Ana, Mon Amour",2016,,,Drama,,,,$0,"Dec 31, 2016"
Ana Nojoom bent alasherah wamotalagah,2014,,,Drama,,,,$0,"Dec 31, 2014"
Anaamika,2014,,,Thriller/Suspense,,,,$0,"Apr 30, 2014"
Anacleto: Agente secreto,2015,,,Action,,,,$0,"Dec 31, 2015"
Anaconda,1997,,,Horror,,,,"$65,598,907","Apr 11, 1997"
Anaconda 3: Offspring,2008,,,Horror,,,,$0,"Oct 21, 2008"
Anacondas: The Hunt for the Blood Orchid,2004,,,Horror,,,,"$31,526,393","Aug 27, 2004"
Anacondas: Trail of Blood,2009,,,Horror,,,,$0,"Jun 2, 2009"
Anaganaga - O - Dheerudu,2011,,,Adventure,,,,$0,"Dec 31, 2011"
Analyze That,2002,,,Comedy,,,,"$32,122,249","Dec 6, 2002"
Analyze This,1999,,,Comedy,,,,"$106,885,658","Mar 5, 1999"
Anamorph,2008,,,Thriller/Suspense,,,,"$6,873","Apr 16, 2008"
Anando Brahma,2017,,,Horror,,,,$0,"Dec 31, 2017"
The Anarchist Cookbook,2003,,,Comedy,,,,"$14,369","Jul 18, 2003"
Les Anarchistes,2015,,,Drama,,,,$0,"Dec 31, 2015"
Anarchy Parlor,2015,,,Horror,,,,$0,"May 12, 2015"
Anastasia,1997,,,Musical,,,,"$58,403,409","Nov 14, 1997"
Anastasia,2017,,,Adventure,,,,$0,"Dec 31, 2017"
"Anastasia - Royal Opera, London 2016/17 (Ballet)",2016,,,Concert/Performance,,,,$0,"Dec 31, 2016"
Anatahan,1954,,,Drama,,,,"$7,785","May 17, 1954"
Anathema,2003,,,,,,,$0,"Dec 31, 2003"
Anatomia zla,2015,,,Action,,,,$0,"Dec 31, 2015"
Anatomie,2000,,,Horror,,,,"$9,598","Sep 8, 2000"
Anatomie de l'enfer,2004,,,Drama,,,,"$34,156","Sep 24, 2004"
Anatomy of a Male Ballet Dancer,2018,,,Documentary,,,,$0,"Jan 3, 2018"
The Anatomy of Hate,2009,,,Documentary,,,,$0,"Dec 31, 2009"
Anazapta,2002,,,Thriller/Suspense,,,,$0,"Dec 31, 2002"
Anbanavan Asaradhavan Adangadhavan,2017,,,Romantic Comedy,,,,$0,"Dec 31, 2017"
Anbeta E Jose,2010,,,Concert/Performance,,,,$0,"Nov 23, 2010"
Anchorman 2: The Legend Continues,2013,,,Comedy,,,,"$127,352,707","Dec 18, 2013"
Anchorman: The Legend of Ron Burgundy,2004,,,Comedy,,,,"$84,136,909","Jul 9, 2004"
Anchors Aweigh,1945,,,Musical,,,,"$4,600,000","Jan 1, 1945"
Ancient Aliens and the New World Order 2,2017,,,Documentary,,,,$0,"Jul 4, 2017"
And Baby Makes 2,1999,,,Documentary,,,,"$4,058","Jun 25, 1999"
And Everything is Going Fine,2010,,,Documentary,,,,"$22,080","Dec 10, 2010"
...And Justice For All,1979,,,Drama,,,,"$33,300,000","Oct 19, 1979"
And Now a Word from Our Sponsor,2013,,,Comedy,,,,$0,"May 10, 2013"
And now... Ladies and Gentlemen,2003,,,Drama,,,,"$736,762","Aug 1, 2003"
And So It Goes,2014,,,Comedy,,,,"$15,160,801","Jul 25, 2014"
And Soon the Darkness,2010,,,Thriller/Suspense,,,,$0,"Dec 17, 2010"
And The Winner Isnâ€™t,2017,,,Documentary,,,,$0,"Dec 8, 2017"
And Then Came Love,2007,,,Comedy,,,,"$8,158","Jun 1, 2007"
And Then There Was You,2014,,,Drama,,,,$0,"Feb 11, 2014"
And They're Off,2011,,,Comedy,,,,$0,"Oct 28, 2011"
And When Did You Last See Your Father?,2008,,,Drama,,,,"$1,071,240","Jun 6, 2008"
And While We Were Here,2013,,,Drama,,,,$0,"Sep 13, 2013"
And You Thought Your Parents Were Weird,1991,,,Comedy,,,,"$202,590","Nov 15, 1991"
Andarushia: Megami No Houfuku,2011,,,,,,,$0,"Dec 31, 2011"
AndÄ›l PÃ¡nÄ› 2,2016,,,Comedy,,,,$0,"Dec 31, 2016"
Die andere Heimat,2015,,,Drama,,,,$0,"Sep 11, 2015"
Anders Manor,2018,,,Horror,,,,$0,"May 18, 2018"
Anderson's Cross,2010,,,Comedy,,,,$0,"Dec 31, 2010"
Andorra,2017,,,Drama,,,,$0,"Dec 31, 2017"
Andre,1994,,,Adventure,,,,"$16,774,699","Aug 17, 1994"
Andre Gregory: Before and After Dinner,2013,,,Documentary,,,,$0,"Apr 3, 2013"
Andre Rieu: Christmas With Andre 2016,2016,,,Concert/Performance,,,,$0,"Dec 31, 2016"
Andre Rieu's 2014 Maastricht Concert,2014,,,Concert/Performance,,,,$0,"Dec 31, 2014"
Andre Rieu's 2015 Maastricht Concert,2015,,,Concert/Performance,,,,$0,"Dec 31, 2015"
Andre Rieu's 2016 Maastricht Concert,2016,,,Concert/Performance,,,,$0,"Dec 31, 2016"
Andre Rieu's 2017 Maastricht Concert,2017,,,Concert/Performance,,,,$0,"Dec 31, 2017"
